primary_identifier,device_type,device_category,gender,district_name,age_group,network_stay,average_monthly_bill_amount,dusage_sum,dusage_min,dusage_max,dusage_diff,dusage_avg,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_diff,vusage_onnet_days,vusage_onnet_avg,vusage_onnet_stddev,vusage_offnet_sum,vusage_offnet_max,vusage_offnet_min,vusage_offnet_days,vusage_offnet_avg,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan
8092964,2G,Feature phone,FEMALE,Puttalam,30-40,54,491.34,0,0,0,0,,0,0,0,0,0,0,0,,0,13,4.4,0,9,1.490740741,1.402645324,0,0,0,1,PKG1
3959652,4G,Smartphone,FEMALE,Colombo,20-30,123,2379.55,6904,3.93019104,689.7920532,685.8618622,230.1410913,30,162.1943533,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,2,PKG6
4297498,4G,Smartphone,MALE,Jaffna,30-40,28,1403.63,18253,92.6790905,1483.245867,1390.566776,608.437356,30,335.3792574,0,0,0,0,0,,0,45,12.03333333,0,15,3.052222222,3.086047837,0,0,350,1,PKG1
9942726,4G,Smartphone,FEMALE,Monaragala,30-40,56,2285.39,1912,394.0343618,941.9061852,547.8718233,637.6084487,3,278.9379948,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG6
9403841,4G,Smartphone,MALE,Colombo,30-40,181,1065.98,1604,0.202256203,356.4341812,356.231925,53.4831549,30,77.57516636,0,0,0,0,0,,0,16,4.1,0,6,2.813888889,1.221084589,0,0,350,1,PKG2
2132181,2G,Feature phone,MALE,Gampaha,50-60,9,500.13,0,0,0,0,,0,0,0,0,0,0,0,,0,22,18.21666667,0,5,4.456666667,3.590441548,1,0,,,PKG1
3346970,2G,Basic,FEMALE,Kandy,<20,11,1457.56,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG3
9162797,4G,Smartphone,MALE,Colombo,40-50,235,2563.85,11429,129.3901873,1456.804876,1327.414689,380.9982468,30,252.6239258,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
6065783,,,,Kegalle,,14,462.02,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG1
9007225,3G,Smartphone,FEMALE,Kurunegala,30-40,9,1273.26,6661,0,1185.513152,1185.513152,266.4599419,25,313.8372233,0,0,0,0,0,,0,65,25.33333333,0,10,6.541666667,5.179737052,0,0,,,PKG3
3857338,4G,Smartphone,MALE,Kegalle,50-60,189,1795.92,3780,37.52619934,360.0929546,322.5667553,126.018294,30,96.90332549,0,0,0,0,0,,0,0,0,0,0,,0,1,1,50,1,PKG5
9707129,4G,Smartphone,MALE,Trincomalee,30-40,142,748.65,20009,12.48302174,1490.29509,1477.812068,666.9883976,30,421.6896555,0,0,0,0,0,,0,33,6.35,0,14,2.397619048,1.890578239,0,0,710,4,PKG1
7547287,4G,Smartphone,MALE,Gampaha,60-70,10,497.41,210,0,51.72106552,51.72106552,17.56004699,12,13.25374337,0,0,0,0,0,,0,2,2.283333333,0,1,2.283333333,0.553789677,0,0,,,PKG1
3277575,4G,Smartphone,MALE,Galle,50-60,252,1868.03,10509,67.90695953,1750.209702,1682.302742,350.323362,30,323.8580302,0,0,0,0,0,,0,104,41.41666667,0,4,26.10833333,10.58667902,0,0,110,1,PKG5
1032390,4G,Smartphone,MALE,Kandy,40-50,192,2886.27,15498,38.38855171,1923.401775,1885.013224,516.6127021,30,391.5600883,0,0,0,0,0,,0,257,37.56666667,0,21,12.23888889,11.00236084,0,1,900,2,PKG3
5262579,4G,Smartphone,FEMALE,Anuradhapura,40-50,77,4139.9,18512,0,3453.251764,3453.251764,661.143941,28,952.154065,0,0,0,0,0,,0,126,26.61666667,0,14,9.038095238,7.634368275,0,0,380,2,PKG2
2788616,4G,Smartphone,MALE,Gampaha,60-70,69,627.24,2733,0,520.6022024,520.6022024,105.1264744,26,130.992914,0,0,0,0,0,,0,0,0.133333333,0,1,0.133333333,0.025197632,0,0,0,1,PKG1
5055463,4G,Smartphone,MALE,Colombo,50-60,165,1477.07,7613,0,2773.995434,2773.995434,292.8167198,26,669.7558469,0,0,0,0,0,,0,16,5.933333333,0,4,4.233333333,1.651631803,0,0,,,PKG2
7385301,4G,Smartphone,MALE,Colombo,40-50,184,1704.03,7749,99.8400898,1121.355305,1021.515215,258.3105015,30,178.5775131,131,51.63333333,0,51.63333333,6,21.89166667,10.98131394,122,24.9,0,14,8.74047619,7.794018403,0,0,350,1,PKG2
4954247,4G,Smartphone,FEMALE,Colombo,40-50,181,1280.26,741,0,537.2842112,537.2842112,370.5824156,2,129.38525,0,0,0,0,0,,0,111,28.13333333,0,17,6.559803922,6.224142222,0,0,20,1,PKG4
4074715,4G,Smartphone,MALE,Gampaha,20-30,67,2026.56,20963,142.9090271,2076.55148,1933.642453,698.7685033,30,465.8737494,0,0,0,0,0,,0,0,0,0,0,,0,0,0,260,3,PKG5
1863394,4G,Smartphone,FEMALE,Kegalle,30-40,33,3232.61,17731,6.201002121,1286.859394,1280.658392,591.0557306,30,395.6237516,0,0,0,0,0,,0,0,0,0,0,,0,0,1,400,2,PKG6
9597720,4G,Smartphone,FEMALE,Colombo,30-40,11,1796.75,62923,299.9957485,6619.403591,6319.407843,2097.463165,30,1468.420359,0,0,0,0,0,,0,84,15.36666667,0,13,6.466666667,4.454305535,0,0,450,2,PKG6
7860655,4G,Smartphone,FEMALE,Kalutara,40-50,38,2355.02,4786,22.41212177,732.1746817,709.7625599,159.5433497,30,153.4667963,0,0,0,0,0,,0,203,26.88333333,0,25,8.121333333,7.757633657,0,0,210,2,PKG3
9192936,4G,Smartphone,FEMALE,Nuwara Eliya,50-60,6,1110.12,1564,5.089236259,213.6693563,208.5801201,52.15222998,30,55.24289315,0,0,0,0,0,,0,106,42.73333333,0,11,9.65,9.733881608,0,0,,,PKG1
8030469,2G,,MALE,Colombo,>70,152,915.61,0,0,0.062117577,0.062117577,0.008244691,27,0.012242678,0,0,0,0,0,,0,33,11.15,0,13,2.53974359,2.23835207,0,0,,,PKG1
7674680,4G,Smartphone,MALE,Matale,30-40,146,2585.93,5182,0,617.2329626,617.2329626,178.7059537,29,175.4432155,13,9.183333333,0,9.183333333,3,4.422222222,1.771035226,0,0,0,0,,0,0,0,,,PKG8
3070238,4G,Smartphone,MALE,Galle,50-60,219,730.96,430,0,146.8954411,146.8954411,18.72773631,23,33.90286635,0,0,0,0,0,,0,12,5.7,0,3,4.205555556,1.422046468,0,1,,,PKG2
6396807,4G,Smartphone,FEMALE,Colombo,40-50,93,2220.24,22993,243.4301662,1694.240222,1450.810056,766.4514056,30,339.1993013,0,0,0,0,0,,0,0,0,0,0,,0,0,0,100,1,PKG5
4191953,4G,Smartphone,MALE,Colombo,40-50,198,2042.91,9771,127.3255949,1086.934105,959.60851,325.7053028,30,195.785513,0,0,0,0,0,,0,0,0,0,0,,0,0,0,250,1,PKG5
2898400,4G,Smartphone,MALE,Colombo,50-60,227,3003.3,14893,136.366744,1333.234548,1196.867804,496.448611,30,271.8330081,0,0,0,0,0,,0,13,3.933333333,0,8,1.704166667,0.966160523,0,0,700,2,PKG2
8817403,4G,Smartphone,FEMALE,Colombo,20-30,93,3450.07,42823,543.9866085,6437.718429,5893.73182,1427.444613,30,1036.770721,0,0,0,0,0,,0,15,12.93333333,0,2,7.875,2.399252558,0,0,900,2,PKG4
4230110,4G,Smartphone,FEMALE,Colombo,30-40,52,5700,92769,528.7599907,10906.54979,10377.7898,3092.320839,30,2118.108989,451,73.63333333,0,73.63333333,12,37.65138889,23.57792432,810,86.45,0,29,27.93103448,20.31954121,0,0,1960,5,PKG3
8748308,4G,Smartphone,MALE,Gampaha,30-40,108,1946.18,21392,411.2728033,1061.873113,650.6003094,713.0741957,30,176.4442922,0,0,0,0,0,,0,113,31.11666667,0,21,5.396031746,7.396278296,0,0,450,2,PKG4
1021582,4G,Smartphone,MALE,Galle,30-40,5,811.39,25393,502.072979,1721.772655,1219.699676,846.4586981,30,247.0652123,0,0,0,0,0,,0,1,1.05,0,1,1.05,0.191702895,0,1,360,2,PKG1
3864224,4G,Smartphone,MALE,Kandy,20-30,36,2389.12,23719,181.7674522,2706.626383,2524.858931,790.6479582,30,613.1805263,0,0,0,0,0,,0,167,20.9,0,22,7.629545455,5.526479535,0,0,660,2,PKG3
4956243,3G,Smartphone,MALE,Gampaha,50-60,5,823.13,1214,15.24897766,160.1048002,144.8558226,41.87029645,29,28.13161378,0,0,0,0,0,,0,0,0,0,0,,0,0,0,360,2,PKG1
7114663,4G,Smartphone,FEMALE,Gampaha,30-40,78,861.64,3587,5.465898514,472.2826633,466.8167648,119.5969883,30,97.12949516,0,0,0,0,0,,0,30,11.26666667,0,5,6.066666667,2.868291217,0,0,910,4,PKG1
7985768,4G,Smartphone,,Kurunegala,,9,1963.73,679,2.368397713,52.68233681,50.31393909,22.65818968,30,15.64602374,0,0,0,0,0,,0,339,53.66666667,0,23,14.76231884,13.89603704,0,0,,,PKG3
6108969,4G,Smartphone,FEMALE,Colombo,60-70,4,4414.95,11570,16.00597668,1103.952717,1087.94674,385.667104,30,287.6418077,0,0,0,0,0,,0,885,103.6833333,0,29,30.55114943,27.77132658,1,1,540,1,PKG4
2316497,4G,Smartphone,MALE,Kalutara,30-40,43,2202,31902,159.565877,2353.449903,2193.884027,1063.403568,30,507.0415791,0,0,0,0,0,,0,175,34.21666667,0,26,6.767307692,8.369529837,0,1,600,2,PKG3
9723137,3G,Smartphone,FEMALE,Gampaha,40-50,222,577.2,1175,12.02568722,113.7147818,101.6890945,39.1713473,30,24.70868477,0,0,0,0,0,,0,12,3.7,0,10,1.251666667,0.869408608,0,0,,,PKG1
8917973,4G,Smartphone,MALE,Kalutara,30-40,150,1065.37,26855,4.031117439,2171.67676,2167.645642,895.1798558,30,542.2262312,0,0,0,0,0,,0,9,3.016666667,0,8,1.239583333,0.773731607,0,1,360,3,PKG1
1029189,4G,Smartphone,FEMALE,Gampaha,50-60,168,1248.4,4580,0,1017.045165,1017.045165,286.2982933,16,230.2119417,119,54.8,0,54.8,4,29.87083333,11.70715674,135,19.21666667,0,23,5.87826087,4.808628101,0,0,,,PKG1
5365411,4G,Smartphone,MALE,Gampaha,30-40,11,1977.52,18477,0,4198.793656,4198.793656,1539.769247,12,1171.945539,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
4833573,4G,Smartphone,FEMALE,Colombo,>70,150,1068.26,19325,0.654445648,1323.339471,1322.685025,644.1861135,30,444.3224955,0,0,0,0,0,,0,45,11.16666667,0,7,6.521428571,3.386207516,0,0,250,1,PKG4
1405851,4G,Smartphone,FEMALE,Hambantota,50-60,176,1350.04,1103,14.18066597,59.95159721,45.77093124,36.78065125,30,12.94411039,0,0,0,0,0,,0,8,8.383333333,0,2,4.291666667,1.529756469,0,0,350,1,PKG3
3767079,4G,Smartphone,MALE,Colombo,60-70,138,1746.53,550,0,235.0729723,235.0729723,21.17062411,26,55.56650099,155,49.85,0,49.85,10,15.52,12.15548896,430,83.43333333,0,20,21.51416667,21.18108509,0,1,600,3,PKG3
9054414,4G,Smartphone,MALE,Kurunegala,30-40,146,1899.13,5154,4.96E-05,644.5244207,644.5243711,171.8330523,30,168.2987325,0,0,0,0,0,,0,62,10.61666667,0,23,2.72173913,2.616790758,0,0,360,2,PKG3
8445121,4G,Smartphone,MALE,Gampaha,30-40,120,952.07,2,0,1.916372299,1.916372299,0.723196268,4,0.634240776,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG1
9199186,4G,Smartphone,MALE,Colombo,40-50,183,5550.23,5749,2.787913322,1204.853069,1202.065156,191.6557828,30,210.1011424,0,0,0,0,0,,0,0,0,0,0,,0,0,1,900,3,PKG8
1533175,4G,Smartphone,FEMALE,Nuwara Eliya,20-30,4,1176.96,23449,0,1805.001573,1805.001573,808.5886101,29,565.1145286,0,0,0,0,0,,0,11,10.1,0,3,3.922222222,1.851615911,0,0,360,2,PKG1
3625614,4G,Smartphone,MALE,Colombo,20-30,89,3936.57,12874,21.62730598,1886.309433,1864.682127,429.1505178,30,389.8700484,0,0,0,0,0,,0,4,1.75,0,7,0.673809524,0.370349409,0,1,360,3,PKG1
1910123,4G,Smartphone,FEMALE,Colombo,20-30,66,3435.43,6148,0.762379646,2641.729751,2640.967371,204.9404887,30,502.1285782,0,0,0,0,0,,0,203,30.31666667,0,13,15.64230769,10.02200467,0,1,360,2,PKG3
6092074,4G,Smartphone,MALE,Gampaha,20-30,55,2126.41,4007,0.905664444,660.1064329,659.2007685,133.5684685,30,172.9001197,0,0,0,0,0,,0,86,29.26666667,0,19,4.56754386,5.637675473,0,0,360,2,PKG2
2747866,4G,Smartphone,MALE,Colombo,>70,203,1059.41,19434,8.684397697,1240.683554,1231.999156,647.8162407,30,270.3586204,0,0,0,0,0,,0,13,6.183333333,0,7,1.857142857,1.232198919,0,0,350,2,PKG2
5311559,4G,Smartphone,FEMALE,Kandy,30-40,18,1837.23,28962,574.6495371,1577.850625,1003.201088,965.4178895,30,252.4688494,0,0,0,0,0,,0,43,19.1,0,12,3.6625,4.278379106,0,0,410,2,PKG2
6249535,4G,Smartphone,MALE,Badulla,50-60,173,2276.46,11714,57.76034832,720.1423559,662.3820076,390.4834845,30,171.9684612,0,0,0,0,0,,0,0,0,0,0,,0,0,3,360,2,PKG5
8348173,2G,Feature phone,MALE,Galle,40-50,229,1452.56,0,0,0.020963669,0.020963669,0.00941356,6,0.006384883,204,63.15,0,63.15,5,40.99666667,19.20040748,22,11.78333333,0,3,7.561111111,2.885703198,1,0,,,PKG2
7752949,4G,Smartphone,FEMALE,Gampaha,20-30,18,1193,4026,0.000198364,737.1655827,737.1653843,134.2238146,30,173.7324346,0,0,0,0,0,,0,56,23.95,0,9,6.327777778,4.875803009,0,0,760,3,PKG1
4416446,4G,Smartphone,MALE,Colombo,40-50,162,703.45,10105,0,869.627367,869.627367,360.9166366,28,250.5840968,0,0,0,0,0,,0,30,27.78333333,0,4,7.516666667,5.064758286,0,1,110,1,PKG1
4665270,4G,Smartphone,MALE,Kalutara,30-40,80,845.61,655,0,181.2187567,181.2187567,27.30069236,24,39.70814417,0,0,0,0,0,,0,102,47.05,0,10,10.25166667,9.678540885,1,1,,,PKG3
6967644,4G,Smartphone,FEMALE,Matale,30-40,154,1017.07,11257,134.0458832,690.5548124,556.5089293,375.2367946,30,147.8219161,0,0,0,0,0,,0,7,3.1,0,4,1.966666667,0.745329433,0,0,250,1,PKG2
2381228,4G,Smartphone,MALE,Kandy,60-70,9,1276.15,5599,27.37749863,328.5938768,301.2163782,186.6586031,30,83.03871228,0,0,0,0,0,,0,121,16.15,0,20,6.073333333,5.089913648,0,0,,,PKG3
7068756,4G,Smartphone,FEMALE,Colombo,50-60,16,807.44,1974,7.045675278,281.88937,274.8436947,65.80834697,30,72.39601514,0,0,0,0,0,,0,37,10.05,0,16,2.364583333,2.325340717,0,0,,,PKG1
4971315,4G,Smartphone,FEMALE,Colombo,20-30,45,2962.8,13299,119.0959673,971.182827,852.0868597,443.3090472,30,226.7023494,5,1.116666667,0,1.116666667,6,0.963888889,0.395319439,82,15.48333333,0,18,4.590740741,4.032955557,0,0,110,2,PKG4
5598410,4G,Smartphone,FEMALE,Kegalle,20-30,33,1876.01,54,0,20.78304005,20.78304005,6.063980844,9,8.043707633,5,5.133333333,0,5.133333333,1,5.133333333,1.423730504,0,0,0,0,,0,0,0,,,PKG5
8339655,4G,Smartphone,MALE,Ratnapura,40-50,10,1672.39,26871,0.00075531,2278.89975,2278.898994,895.7115525,30,648.9837422,0,0,0,0,0,,0,101,18.16666667,0,18,5.646296296,5.117496719,0,2,160,1,PKG1
8675857,4G,Smartphone,FEMALE,Trincomalee,30-40,31,879.98,7755,0,852.8749743,852.8749743,267.4313893,29,309.9426324,0,0,0,0,0,,0,24,6.866666667,0,11,2.192424242,1.688816513,0,0,,,PKG1
2077753,4G,Smartphone,FEMALE,Kandy,30-40,17,1925.04,26763,208.092679,1607.305726,1399.213047,892.1233031,30,345.9148166,0,0,0,0,0,,0,37,31.31666667,0,4,9.329166667,5.740278277,0,2,510,2,PKG1
7154233,2G,Modem,FEMALE,Kalutara,40-50,11,458.24,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG1
1795195,4G,Smartphone,MALE,Colombo,20-30,84,-518.56,67,0,29.04074001,29.04074001,9.596925735,7,9.723076504,0,0,0,0,0,,0,27,13.06666667,0,7,3.921428571,4.126540117,0,0,250,1,PKG3
9671966,4G,Smartphone,FEMALE,Colombo,20-30,80,1392.17,57039,597.2066135,7191.756947,6594.550333,1901.304048,30,1306.499812,0,0,0,0,0,,0,9,9.25,0,4,2.433333333,1.68705196,0,0,870,4,PKG1
7457244,4G,Smartphone,FEMALE,Colombo,50-60,23,1470.51,17250,79.77991295,1979.480277,1899.700364,862.5167194,20,543.7435438,0,0,0,0,0,,0,4,4.616666667,0,1,4.616666667,1.03231805,0,0,840,4,PKG2
4622647,4G,Smartphone,MALE,Gampaha,40-50,6,459.31,1271,0.074209213,710.9411831,710.8669739,42.39949649,30,142.9573661,0,0,0,0,0,,0,0,0,0,0,,0,0,1,,,PKG1
7391965,4G,Smartphone,MALE,Gampaha,50-60,33,699.6,7,0.0673666,2.91678524,2.84941864,0.282738243,28,0.535213608,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,PKG2
4821325,4G,Smartphone,MALE,Kandy,30-40,71,901.09,13647,221.6669102,888.7107677,667.0438576,454.9258942,30,142.6837936,0,0,0,0,0,,0,0,0.783333333,0,1,0.783333333,0.143016446,0,0,360,2,PKG1
8318128,4G,Smartphone,MALE,Ampara,20-30,150,2357.53,21985,149.1826839,2476.268867,2327.086184,732.8600242,30,492.0327577,0,0,0,0,0,,0,104,10.43333333,0,29,3.596551724,2.374043869,0,0,400,3,PKG1
6443311,4G,Smartphone,MALE,Gampaha,20-30,10,2036.39,25788,358.6135397,1492.281071,1133.667531,859.6178326,30,272.3803686,0,0,0,0,0,,0,1,1.666666667,0,1,1.666666667,0.30429031,0,0,1350,3,PKG2
7614179,4G,Smartphone,MALE,Nuwara Eliya,30-40,159,883.17,6067,1.875834465,839.7907686,837.9149342,202.2618006,30,173.2697122,0,0,0,0,0,,0,27,11.7,0,7,3.869047619,2.461080516,0,0,360,2,PKG1
7606447,4G,Smartphone,MALE,Colombo,30-40,58,2916.97,1867,0.496648788,336.7834167,336.286768,62.25771335,30,80.13593339,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
1340556,4G,Smartphone,MALE,Kalutara,20-30,144,1285.7,9052,75.86978149,645.9028854,570.0331039,301.747217,30,149.1259942,0,0,0,0,0,,0,101,22.93333333,0,24,4.223611111,4.406508451,0,0,700,3,PKG2
6821527,2G,Feature phone,FEMALE,Gampaha,40-50,40,1355.81,0,0,0,0,,0,0,0,0,0,0,0,,0,7,6.533333333,0,2,3.533333333,1.235064803,0,0,,,PKG1
3266863,4G,Smartphone,MALE,Puttalam,20-30,11,2535.75,80012,446.2620401,5295.192592,4848.930552,2667.089511,30,1098.612846,0,0,0,0,0,,0,0,0,0,0,,0,0,0,2140,6,PKG1
8550259,4G,Smartphone,FEMALE,Kandy,30-40,131,1047.06,9520,69.90768623,636.6517668,566.7440805,317.34778,30,136.1066287,247,90.5,0,90.5,10,24.72666667,18.8592781,41,22.25,0,7,5.926190476,4.456233491,0,0,,,PKG2
2942909,2G,Feature phone,MALE,Galle,30-40,151,1188.15,0,0,0,0,,0,0,0,0,0,0,0,,0,43,7.5,0,20,2.1875,1.985496123,0,1,40,1,PKG1
6287033,4G,Smartphone,MALE,Matale,30-40,142,1039.68,6397,22.53077221,594.6729259,572.1421537,213.2337768,30,148.3730965,0,0,0,0,0,,0,111,40,0,14,7.966666667,7.987540505,0,0,,,PKG3
3488369,4G,Smartphone,MALE,Colombo,40-50,10,1383.72,1231,0,139.2910013,139.2910013,43.99424355,28,32.25959618,0,0,0,0,0,,0,86,22.21666667,0,20,4.3375,4.680606745,0,0,,,PKG3
8791158,4G,Smartphone,FEMALE,Colombo,30-40,7,1734.39,15743,6.202834129,1835.304805,1829.101971,629.7251802,25,435.4921196,0,0,0,0,0,,0,7,5,0,5,1.4,1.003570016,0,1,110,1,PKG3
4884410,4G,Smartphone,MALE,Kurunegala,20-30,59,850.06,2160,4.660129547,529.3176861,524.6575565,135.0096638,16,188.8793102,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG1
5654549,4G,Smartphone,MALE,Gampaha,40-50,20,1065.99,11770,2.569163322,2543.483763,2540.914599,392.3504619,30,591.0412831,0,0,0,0,0,,0,1,0.95,0,2,0.725,0.193196047,0,0,470,2,PKG1
2543095,4G,Smartphone,MALE,Colombo,50-60,219,2410.18,26753,307.6382198,1635.057953,1327.419733,891.7929857,30,332.5468691,0,0,0,0,0,,0,71,17.63333333,0,18,3.957407407,4.101604053,0,0,950,1,PKG6
5204318,2G,Feature phone,MALE,Jaffna,30-40,188,602.03,0,0,0,0,,0,0,0,0,0,0,0,,0,5,2.983333333,0,3,1.666666667,0.636546598,0,0,0,1,PKG1
7511904,4G,Smartphone,FEMALE,Colombo,50-60,17,1276.58,34148,0,2685.531149,2685.531149,1264.751361,27,694.766877,0,0,0,0,0,,0,6,3.6,0,4,1.5125,0.751725801,0,0,1260,4,PKG1
9239969,4G,Smartphone,MALE,Colombo,20-30,15,663.36,1709,0.023566246,482.6179237,482.5943575,56.98216906,30,116.7245361,0,0,0,0,0,,0,0,0,0,0,,0,0,3,200,1,PKG1
1706322,2G,Feature phone,MALE,Gampaha,30-40,145,4089.09,0,0,0,0,,0,0,0,0,0,0,0,,0,135,27.43333333,0,21,6.430952381,6.324560394,1,1,0,1,PKG3
2085120,4G,Smartphone,MALE,Anuradhapura,50-60,15,475.32,1800,0,618.3233595,618.3233595,69.25831556,26,129.0948132,0,0,0,0,0,,0,3,1.616666667,0,5,0.63,0.316171725,0,0,,,PKG1
6242900,4G,Smartphone,MALE,Colombo,20-30,95,2809.55,34688,17.38496971,2800.131833,2782.746863,1156.287596,30,767.4394099,0,0,0,0,0,,0,0,0,0,0,,0,0,0,250,1,PKG5
5619168,4G,Smartphone,MALE,Gampaha,30-40,4,849.11,3272,0.122573853,503.5892057,503.4666319,109.0922169,30,165.8720483,0,0,0,0,0,,0,12,5.6,0,4,3.066666667,1.246518011,0,1,,,PKG1
1640861,4G,Smartphone,MALE,Colombo,60-70,212,448.68,0,0,0,0,,0,0,0,0,0,0,0,,0,20,14.26666667,0,5,4.12,3.220844807,0,0,,,PKG1
7127239,4G,Smartphone,MALE,Colombo,60-70,213,5285.21,46794,699.3580256,2519.523963,1820.165937,1559.828142,30,466.7648102,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG8
7198911,4G,Smartphone,MALE,Colombo,30-40,165,3167.33,2142,0,672.2819443,672.2819443,93.1403328,23,129.360557,563,97.81666667,0,97.81666667,28,20.11845238,20.42601896,219,49.11666667,0,18,12.21296296,12.92471965,0,0,200,1,PKG8
8496525,4G,Smartphone,FEMALE,Gampaha,40-50,124,689.98,1801,2.385733604,174.1835146,171.797781,60.0336449,30,40.00976146,0,0,0,0,0,,0,3,1.116666667,0,6,0.591666667,0.285651437,0,0,200,1,PKG1
9191362,4G,Smartphone,FEMALE,Colombo,20-30,99,931.54,32075,544.7248802,1812.04193,1267.31705,1069.169339,30,335.473547,0,0,0,0,0,,0,15,4.2,0,8,1.954166667,1.065704787,0,0,360,2,PKG2
2857296,4G,Smartphone,MALE,Puttalam,30-40,182,2118.49,19544,317.853919,1162.223721,844.3698015,651.4671186,30,277.0701883,0,0,0,0,0,,0,0,0,0,0,,0,0,1,210,3,PKG5
9037632,4G,Smartphone,FEMALE,Colombo,50-60,96,6271.57,5414,36.41215897,369.9854708,333.5733118,180.4758374,30,79.15866202,1406,178.75,0,178.75,27,52.09938272,41.09013699,598,85.21666667,0,28,21.36071429,19.00484381,0,0,650,1,PKG8
8818676,4G,Smartphone,FEMALE,Colombo,>70,132,3168.16,2552,13.38827324,450.715539,437.3272657,85.0674256,30,84.73990599,0,0,0,0,0,,0,0,0,0,0,,0,0,2,,,PKG5
6604618,4G,Smartphone,FEMALE,Gampaha,40-50,20,1394.68,161,0,94.49535656,94.49535656,32.35468369,5,20.83020614,0,0,0,0,0,,0,124,22.43333333,0,16,7.8,5.37324791,0,0,,,PKG3
8604761,4G,Smartphone,MALE,Kalutara,20-30,53,2941.46,4954,0.171785355,748.9654217,748.7936363,176.9561613,28,272.4848015,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,PKG6
7836810,4G,Smartphone,MALE,Colombo,40-50,50,3007.35,2835,9.504396439,324.2378244,314.733428,94.5288317,30,84.34316907,332,84.43333333,0,84.43333333,8,41.56666667,22.28527938,164,24.81666667,0,22,7.492424242,6.1480479,0,0,,,PKG1
6354777,4G,Smartphone,MALE,Colombo,20-30,18,3229,24451,413.6821823,1797.436363,1383.754181,815.0583382,30,310.7396801,0,0,0,0,0,,0,15,3.533333333,0,9,1.694444444,1.029839756,0,0,700,4,PKG4
2482821,4G,Smartphone,MALE,Galle,30-40,13,1819.73,8961,81.25550842,732.0439272,650.7884188,298.7143315,30,148.6128584,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
7093050,2G,Feature phone,MALE,Jaffna,40-50,29,2244.91,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG6
2575866,2G,Feature phone,MALE,Jaffna,40-50,137,1426.89,77,0,75.49528503,75.49528503,38.85849237,2,13.77546923,0,0,0,0,0,,0,9,5.366666667,0,4,2.3,1.072707392,1,0,,,PKG3
2115154,4G,Smartphone,MALE,Colombo,40-50,189,3228.55,36022,19.345788,3832.608239,3813.262451,1200.76281,30,969.6734019,0,0,0,0,0,,0,0,0,0,0,,0,0,0,360,2,PKG5
9711024,4G,Smartphone,MALE,Kalutara,40-50,11,1043.93,4480,30.37633324,663.9052515,633.5289183,149.3608511,30,140.0704325,5,5.783333333,0,5.783333333,1,5.783333333,1.055887375,31,6.283333333,0,7,4.461904762,2.147518096,0,0,100,1,PKG5
1754753,,,MALE,Colombo,40-50,89,7202.59,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG1
9239472,4G,Smartphone,FEMALE,Kalutara,30-40,94,519.47,2255,0,1672.654218,1672.654218,1127.784848,2,343.0385325,0,0,0,0,0,,0,0,0.5,0,1,0.5,0.098058068,0,0,0,1,PKG1
4082111,3G,Smartphone,MALE,Kalutara,50-60,3,500.08,634,0,86.75623417,86.75623417,23.49788683,27,25.85929632,0,0,0,0,0,,0,19,5.716666667,0,8,2.495833333,1.421401374,0,0,,,PKG1
3088034,4G,Smartphone,MALE,Ampara,50-60,27,957.31,5284,5.828661919,572.4259529,566.597291,176.1547246,30,159.9250753,0,0,0,0,0,,0,116,14.6,0,26,4.487179487,3.220686647,0,1,110,1,PKG1
3778607,4G,Smartphone,MALE,Colombo,20-30,204,1770.7,8566,17.53740883,1153.227413,1135.690004,285.5466081,30,280.1732797,0,0,0,0,0,,0,373,106.0833333,0,22,16.98863636,25.08802578,0,1,200,1,PKG3
7144164,4G,Smartphone,MALE,Gampaha,40-50,206,1653.81,24782,2.769296646,2237.435029,2234.665732,826.0947281,30,582.5988202,6,6.633333333,0,6.633333333,1,6.633333333,1.211075433,36,7.816666667,0,16,2.258333333,1.994628483,0,0,,,PKG1
